"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","15-Oct-2023","4","228.62","230.04","0.14","-2.690","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","5","229.07","229.90","0.14","-2.100","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","6","244.44","245.14","0.13","-1.960","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","7","199.08","199.00","0.14","-1.180","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","8","184.27","184.19","0.14","-1.190","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","9","161.83","161.87","0.14","-1.300","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","10","160.03","159.64","0.15","-0.880","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","11","181.01","180.97","0.15","-1.240","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","12","183.85","183.67","0.18","-1.120","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","13","159.44","159.30","0.30","-1.290","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","14","157.54","157.06","0.51","-1.160","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","15","149.61","149.01","0.84","-1.370","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","16","152.77","152.00","0.84","-1.200","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","17","145.29","145.42","0.30","-1.560","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","18","145.97","145.42","0.80","-1.380","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","19","137.18","136.91","0.19","-1.050","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","20","137.21","136.73","0.29","-0.940","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","21","134.83","134.92","0.18","-1.400","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","22","111.70","111.72","0.17","-1.320","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","23","101.52","101.69","0.17","-1.470","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","24","110.25","110.72","0.16","-1.750","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","25","111.46","111.73","0.18","-1.570","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","26","112.46","112.60","0.18","-1.450","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","27","135.51","134.93","0.17","-0.720","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","28","136.85","136.58","0.16","-1.020","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","29","137.02","136.82","0.17","-1.090","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","30","136.72","137.01","0.25","-1.670","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","31","136.30","137.21","0.26","-2.300","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","32","156.26","157.06","0.41","-2.330","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","33","180.09","181.00","0.26","-2.300","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","34","213.73","215.17","0.47","-3.030","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","35","219.43","220.80","0.27","-2.770","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","36","249.03","251.55","0.64","-4.290","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","37","257.53","257.78","2.25","-3.630","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","38","738.70","742.39","3.36","-8.170","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","39","2972.68","3007.99","4.42","-40.860","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","40","3020.40","3061.16","3.72","-45.630","0.03","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","41","3020.05","3061.25","3.48","-45.810","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","42","3002.37","3058.48","3.07","-60.300","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","43","415.92","419.86","2.88","-7.950","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","44","249.71","252.68","0.84","-4.930","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","45","231.48","234.36","0.77","-4.770","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","46","247.90","251.41","0.44","-5.080","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","47","247.93","251.33","0.17","-4.700","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","15-Oct-2023","48","247.27","250.70","0.25","-4.810","0.00","0.45","0.3703","0.0000","0.3070"
"WEP","16-Oct-2023","1","398.04","400.17","0.33","-3.560","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","2","398.49","398.27","0.30","-1.180","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","3","399.46","398.24","0.28","-0.170","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","4","275.26","274.28","0.28","-0.400","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","5","202.71","202.20","0.14","-0.740","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","6","202.43","201.90","0.14","-0.710","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","7","173.52","173.36","0.14","-1.080","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","8","173.64","173.07","0.14","-0.670","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","9","169.56","169.21","0.14","-0.890","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","10","169.92","169.98","0.14","-1.300","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","11","173.37","173.35","0.15","-1.240","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","12","202.54","202.11","0.17","-0.840","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","13","196.92","196.81","0.28","-1.270","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","14","200.77","201.52","0.29","-2.140","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","15","200.44","202.22","0.33","-3.210","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","16","248.73","250.71","0.32","-3.410","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","17","242.84","245.49","0.20","-3.960","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","18","259.32","261.91","0.55","-4.240","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","19","238.39","241.41","0.66","-4.790","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","20","270.47","273.42","1.09","-5.140","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","21","372.14","373.17","1.40","-3.540","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","22","414.34","412.83","1.40","-0.990","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","23","275.98","274.93","0.78","-0.840","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","24","173.48","173.44","0.34","-1.400","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","25","142.35","142.49","0.44","-1.680","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","26","141.31","142.53","0.42","-2.740","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","27","151.59","152.34","0.50","-2.350","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","28","176.84","178.34","0.50","-3.110","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","29","234.61","236.51","0.60","-3.600","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","30","272.84","274.93","0.66","-3.850","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","31","295.81","294.74","0.75","-3.530","2.75","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","32","366.94","366.24","1.61","-3.970","1.96","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","33","372.41","373.25","1.69","-4.160","0.53","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","34","369.33","372.93","1.91","-6.680","0.08","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","35","368.92","373.22","1.40","-6.810","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","36","371.18","373.24","1.96","-5.120","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","37","374.19","373.21","2.85","-2.980","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","38","372.91","372.66","2.15","-3.000","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","39","402.88","401.15","3.37","-2.740","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","40","428.47","430.05","3.28","-5.960","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","41","373.84","375.15","2.30","-4.720","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","42","407.94","412.94","2.10","-8.210","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","43","370.84","375.10","0.73","-6.090","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","44","350.35","354.57","0.24","-5.560","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","45","271.13","273.46","0.24","-3.670","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","46","201.32","202.31","0.17","-2.270","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","47","249.97","250.55","0.17","-1.860","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","16-Oct-2023","48","201.72","202.14","0.16","-1.680","0.00","0.45","0.3703","0.0000","0.2826"
"WEP","17-Oct-2023","1","246.31","245.51","0.15","-0.450","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","2","220.12","219.06","0.14","-0.180","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","3","204.92","203.99","0.13","-0.300","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","4","203.11","202.00","0.14","-0.130","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","5","202.63","201.91","0.13","-0.510","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","6","196.91","196.01","0.13","-0.330","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","7","190.85","189.73","0.13","-0.110","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","8","184.97","183.77","0.14","-0.050","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","9","174.55","173.49","0.13","-0.170","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","10","184.84","183.76","0.14","-0.170","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","11","190.47","189.72","0.15","-0.500","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","12","212.43","211.65","0.17","-0.500","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","13","202.30","202.23","0.19","-1.230","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","14","203.74","204.48","0.29","-2.140","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","15","201.87","202.17","0.98","-2.390","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","16","245.12","245.41","0.96","-2.360","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","17","190.75","191.45","0.30","-2.100","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","18","202.52","202.38","0.89","-1.850","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","19","201.63","202.43","0.36","-2.260","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","20","219.52","218.76","0.59","-0.930","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","21","223.30","223.73","0.53","-2.060","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","22","193.97","193.94","0.32","-1.400","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","23","172.99","173.41","0.22","-1.740","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","24","150.87","151.75","0.19","-2.170","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","25","136.21","137.12","0.32","-2.330","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","26","135.59","137.14","0.23","-2.890","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","27","135.78","137.12","0.23","-2.670","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","28","166.88","169.04","0.22","-3.480","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","29","197.04","199.18","0.34","-3.590","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","30","248.70","251.63","0.36","-4.400","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","31","270.70","273.69","0.37","-4.470","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","32","271.97","274.92","0.36","-4.410","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","33","269.96","274.74","0.49","-6.370","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","34","269.82","274.72","0.71","-6.710","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","35","290.13","294.78","0.81","-7.280","0.72","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","36","290.92","294.68","0.87","-5.730","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","37","273.81","275.01","2.12","-4.420","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","38","271.68","275.00","0.78","-5.200","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","39","280.35","282.69","1.75","-5.190","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","40","278.89","282.71","1.03","-5.960","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","41","288.83","292.80","0.64","-5.720","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","42","290.52","294.82","0.39","-5.800","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","43","270.15","273.78","0.41","-5.140","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","44","256.30","260.12","0.22","-5.140","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","45","242.35","245.27","0.16","-4.180","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","46","184.48","186.57","0.16","-3.360","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","47","201.94","204.35","0.16","-3.670","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","17-Oct-2023","48","199.69","202.27","0.16","-3.840","0.00","0.45","0.3703","0.0000","0.2825"
"WEP","18-Oct-2023","1","228.43","229.66","0.15","-2.490","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","2","177.96","178.20","0.14","-1.480","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","3","176.78","176.94","0.13","-1.400","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","4","173.26","173.45","0.13","-1.430","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","5","168.06","169.23","0.13","-2.410","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","6","168.41","169.22","0.13","-2.040","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","7","167.15","167.52","0.13","-1.610","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","8","166.91","167.20","0.13","-1.530","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","9","167.21","167.20","0.13","-1.230","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","10","167.24","167.23","0.14","-1.240","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","11","167.57","167.62","0.15","-1.310","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","12","202.19","202.02","0.17","-1.110","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","13","183.88","184.04","0.28","-1.540","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","14","201.66","201.99","0.29","-1.720","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","15","186.05","186.04","0.97","-2.070","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","16","202.63","202.45","0.94","-1.870","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","17","173.27","173.79","0.41","-2.030","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","18","192.56","192.87","0.88","-2.290","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","19","173.29","173.73","0.51","-2.060","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","20","172.54","173.83","0.59","-2.990","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","21","172.42","173.83","0.55","-3.060","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","22","193.51","194.06","0.51","-2.170","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","23","173.20","173.56","0.29","-1.760","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","24","146.83","148.46","0.21","-2.950","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","25","140.60","141.82","0.28","-2.600","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","26","172.61","173.42","0.54","-2.450","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","27","187.34","188.12","0.44","-2.330","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","28","243.17","245.66","0.40","-4.000","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","29","263.03","265.60","0.50","-4.180","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","30","401.83","403.33","0.52","-3.130","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","31","491.61","489.09","1.32","0.100","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","32","416.14","412.63","0.75","1.650","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","33","277.79","275.03","0.52","1.130","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","34","274.65","273.39","0.78","-0.620","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","35","260.27","259.74","0.56","-1.130","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","36","199.40","197.89","0.68","-0.280","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","37","196.55","192.17","2.66","0.610","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","38","195.64","192.57","0.98","0.990","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","39","196.29","192.71","2.53","-0.050","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","40","565.37","564.48","3.67","-3.890","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","41","503.65","501.79","2.35","-1.600","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","42","411.60","410.44","0.92","-0.870","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","43","369.00","365.82","0.71","1.370","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","44","279.87","278.75","0.35","-0.340","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","45","258.63","257.29","0.26","-0.030","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","46","227.89","226.61","0.26","-0.080","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","47","246.06","244.56","0.17","0.220","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","18-Oct-2023","48","183.62","182.78","0.17","-0.430","0.00","0.45","0.3703","0.0000","0.2868"
"WEP","19-Oct-2023","1","151.32","136.91","0.16","13.140","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","2","142.93","130.95","0.15","10.720","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","3","143.63","131.44","0.14","10.930","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","4","144.12","133.59","0.14","9.280","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","5","146.08","134.72","0.14","10.110","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","6","144.97","133.60","0.14","10.120","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","7","145.25","133.60","0.14","10.400","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","8","144.57","133.59","0.14","9.730","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","9","145.56","133.62","0.14","10.680","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","10","145.59","133.61","0.15","10.720","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","11","148.56","136.88","0.15","10.420","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","12","160.01","148.10","0.18","10.620","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","13","163.71","152.87","0.19","9.540","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","14","174.04","162.97","0.70","9.260","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","15","164.54","152.78","1.13","9.510","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","16","203.47","190.53","1.18","10.640","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","17","155.16","142.31","0.60","11.140","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","18","186.47","173.61","1.18","10.570","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","19","186.44","173.76","0.73","10.840","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","20","192.28","179.60","0.76","10.810","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","21","203.81","188.50","0.79","13.400","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","22","193.10","179.28","0.51","12.200","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","23","166.89","153.66","0.41","11.700","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","24","159.50","148.38","0.34","9.670","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","25","158.87","148.21","0.53","9.020","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","26","164.17","153.45","0.56","9.050","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","27","190.50","179.60","0.67","9.120","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","28","212.68","202.39","0.59","8.590","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","29","284.48","273.24","1.45","8.680","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","30","331.23","320.06","1.88","8.180","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","31","348.59","336.94","2.15","8.380","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","32","384.66","374.47","2.63","6.450","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","33","417.64","410.23","2.64","3.660","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","34","438.87","429.36","2.92","4.690","0.78","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","35","469.03","453.08","2.76","6.780","5.30","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","36","394.19","379.05","2.98","11.050","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","37","379.22","362.74","4.20","11.170","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","38","375.67","357.69","3.08","13.790","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","39","392.05","372.60","4.14","14.200","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","40","338.10","317.56","2.81","16.620","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","41","295.24","274.51","1.94","17.680","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","42","239.47","220.73","0.76","16.870","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","43","218.84","202.13","0.40","15.200","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","44","172.67","158.35","0.16","13.050","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","45","154.75","141.05","0.17","12.420","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","46","150.75","137.05","0.17","12.420","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","47","161.98","148.12","0.17","12.580","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","19-Oct-2023","48","185.83","173.63","0.17","10.910","0.00","0.45","0.3703","0.0000","0.2914"
"WEP","20-Oct-2023","1","224.16","223.28","0.16","-0.390","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","2","274.48","272.82","0.15","0.400","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","3","224.98","223.16","0.13","0.580","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","4","203.12","201.84","0.14","0.030","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","5","194.54","193.71","0.14","-0.420","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","6","188.62","188.48","0.13","-1.100","0.00","0.45","0.3703","0.0000","0.2920"
